Date and Time, UTC	                R.A., deg	             Dec, deg	           Az, deg	            Elev, deg
2024-11-01 14:03:50.000013	-57.11224010992301	31.63900996083516	23.38324198294376	25.46143959467928
2024-11-01 14:03:59.999999	-56.593493388504434	31.192751045557277	22.040736112539463	27.561623785849168
2024-11-01 14:04:09.999985	-56.079638930915	30.744432569804044	20.487569140194132	29.849654456748517
2024-11-01 14:04:20.000011	-55.57056552221069	30.29410814912566	18.671257037518924	32.34556037777065
2024-11-01 14:04:29.999997	-55.06616936057062	29.8418355661248	16.521645199972	35.067800534985174
2024-11-01 14:04:39.999983	-54.5663417898314	29.387665932203163	13.943558703580154	38.02992343440161
2024-11-01 14:04:50.000010	-54.07097554303741	28.9316491210974	10.806298866050442	41.23465465538957
2024-11-01 14:04:59.999996	-53.579970650997346	28.4738393394978	6.929065866615105	44.664110452999765
2024-11-01 14:05:09.999982	-53.09322249325401	28.01428415034496	2.062514400013251	48.264520633588894
2024-11-01 14:05:20.000008	-52.610627859120754	27.55302997671634	-4.127637760761497	51.92364708902018
2024-11-01 14:05:29.999994	-52.13209069709092	27.090127731625874	-12.052660987125805	55.44182742313928
2024-11-01 14:05:40.000020	-51.657508562841535	26.625619841637754	-22.108715853592336	58.506731557465436
2024-11-01 14:05:50.000006	-51.18678801944201	26.159555175193486	-34.40268780094126	60.70401221294894
2024-11-01 14:05:59.999992	-50.71983122514264	25.691976006350192	-48.3244406274759	61.6213041852848
2024-11-01 14:06:10.000018	-50.25654172078331	25.222923622898097	-62.44066823510482	61.05043326522488
2024-11-01 14:06:20.000004	-49.79682994254522	24.752444043703708	-75.20178996674373	59.125409168648694
2024-11-01 14:06:29.999990	-49.3406020258732	24.280576723547078	-85.78799998088692	56.23091539372739
2024-11-01 14:06:40.000016	-48.88776544581104	23.80736021686283	-94.17730903073326	52.794435267739544
2024-11-01 14:06:50.000002	-48.438234403408195	23.332837941446734	-100.73119069524385	49.155116441471414
2024-11-01 14:06:59.999988	-47.991918877217586	22.857046781206023	-105.87073350428096	45.53674424244379
2024-11-01 14:07:10.000015	-47.54873012832143	22.380022800726497	-109.95062135804409	42.06888157187935
2024-11-01 14:07:20.000001	-47.10858597126357	21.90180705117864	-113.23881733807785	38.81647635929061
2024-11-01 14:07:29.999987	-46.671400054968025	21.422434079617613	-115.93039953557573	35.80404165767716
2024-11-01 14:07:40.000013	-46.23708724351129	20.941937689932093	-118.16627637932852	33.0325922850461
2024-11-01 14:07:49.999999	-45.80556878181614	20.460356787109976	-120.04879564888869	30.490529625705168
2024-11-01 14:07:59.999985	-45.376761788324075	19.97772380118511	-121.65320696439117	28.160198679961233
2024-11-01 14:08:10.000011	-44.95058452196721	19.494070490483455	-123.03559428528693	26.021791434777416
